ExternOrderNo,SKU,SKU_No,Order_Qty
2001808675,GIFTBOX202001,GIFTBOX202001,1.00
2001808675,8.90422E+12,8904223819369,1.00
2001808585,8.90422E+12,8904223818706,1.00
2001808585,8.90422E+12,8904223818942,1.00
2001808585,8.90422E+12,8904223818850,1.00
2001808542,8.90422E+12,8904223819468,2.00
2001808542,8.90422E+12,8904223818706,2.00
2001808507,8.90422E+12,8904223818706,1.00
2001808507,8.90422E+12,8904223818850,1.00
2001808507,8.90422E+12,8904223819468,1.00
2001808475,8.90422E+12,8904223818706,1.00
2001808475,8.90422E+12,8904223818942,1.00
2001808475,8.90422E+12,8904223818850,1.00
2001808295,8.90422E+12,8904223819161,1.00
2001808295,8.90422E+12,8904223819260,1.00
2001808286,8.90422E+12,8904223818683,1.00
2001808286,8.90422E+12,8904223819468,1.00
2001808286,8.90422E+12,8904223818850,1.00
2001808207,8.90422E+12,8904223818706,1.00
2001808207,8.90422E+12,8904223818850,1.00
2001808207,8.90422E+12,8904223819468,1.00
2001808118,8.90422E+12,8904223815859,1.00
2001808118,8.90422E+12,8904223817273,1.00
2001808118,8.90422E+12,8904223818751,1.00
2001808102,8.90422E+12,8904223819291,2.00
2001808102,8.90422E+12,8904223819031,2.00
2001808102,8.90422E+12,8904223819024,2.00
2001808102,8.90422E+12,8904223819161,1.00
2001808102,8.90422E+12,8904223819260,1.00
2001808102,8.90422E+12,8904223819468,1.00
2001807981,8.90422E+12,8904223818706,1.00
2001807981,8.90422E+12,8904223818942,1.00
2001807981,8.90422E+12,8904223818850,1.00
2001807976,8.90422E+12,8904223819468,1.00
2001807976,8.90422E+12,8904223818669,1.00
2001807976,8.90422E+12,8904223818683,1.00
2001807976,8.90422E+12,8904223818713,1.00
2001807970,8.90422E+12,8904223819321,1.00
2001807970,8.90422E+12,8904223818430,1.00
2001807960,8.90422E+12,8904223818669,1.00
2001807960,8.90422E+12,8904223819147,1.00
2001807960,8.90422E+12,8904223818850,1.00
2001807960,8.90422E+12,8904223819505,1.00
2001807956,8.90422E+12,8904223818706,1.00
2001807956,8.90422E+12,8904223818942,1.00
2001807956,8.90422E+12,8904223818850,1.00
2001807956,8.90422E+12,8904223819246,2.00
2001807931,8.90422E+12,8904223818706,1.00
2001807931,8.90422E+12,8904223818850,1.00
2001807931,8.90422E+12,8904223819468,1.00
2001807930,8.90422E+12,8904223819468,1.00
2001807852,8.90422E+12,8904223818706,1.00
2001807852,8.90422E+12,8904223818942,1.00
2001807852,8.90422E+12,8904223818850,1.00
2001807814,8.90422E+12,8904223818706,1.00
2001807814,8.90422E+12,8904223818850,1.00
2001807814,8.90422E+12,8904223819468,1.00
2001807785,8.90422E+12,8904223818706,1.00
2001807785,8.90422E+12,8904223818942,1.00
2001807785,8.90422E+12,8904223818850,1.00
2001807613,8.90422E+12,8904223819147,1.00
2001807613,8.90422E+12,8904223819468,1.00
2001807613,8.90422E+12,8904223819277,1.00
2001807415,8.90422E+12,8904223818850,2.00
2001807415,8.90422E+12,8904223818713,1.00
2001807415,8.90422E+12,8904223819024,4.00
2001807362,8.90422E+12,8904223819031,6.00
2001807362,8.90422E+12,8904223819024,6.00
2001807362,8.90422E+12,8904223819291,2.00
2001807362,8.90422E+12,8904223819031,2.00
2001807362,8.90422E+12,8904223819024,2.00
2001807329,8.90422E+12,8904223818706,1.00
2001807329,8.90422E+12,8904223818942,1.00
2001807329,8.90422E+12,8904223818850,1.00
2001807328,8.90422E+12,8904223818997,1.00
2001807290,8.90422E+12,8904223818706,1.00
2001807290,8.90422E+12,8904223818942,1.00
2001807290,8.90422E+12,8904223818850,1.00
2001807241,8.90422E+12,8904223818706,1.00
2001807241,8.90422E+12,8904223818850,1.00
2001807241,8.90422E+12,8904223819468,1.00
2001807186,8.90422E+12,8904223818706,1.00
2001807186,8.90422E+12,8904223818942,1.00
2001807186,8.90422E+12,8904223818850,1.00
2001807084,8.90422E+12,8904223818706,1.00
2001807084,8.90422E+12,8904223818942,1.00
2001807084,8.90422E+12,8904223818850,1.00
2001807058,8.90422E+12,8904223819239,1.00
2001807058,8.90422E+12,8904223819246,1.00
2001807058,8.90422E+12,8904223819253,1.00
2001807058,8.90422E+12,8904223818713,1.00
2001807058,8.90422E+12,8904223817273,1.00
2001807058,8.90422E+12,8904223818751,1.00
2001807036,8.90422E+12,8904223819291,4.00
2001807036,8.90422E+12,8904223819031,4.00
2001807036,8.90422E+12,8904223819024,4.00
2001807036,8.90422E+12,8904223819017,1.00
2001807012,8.90422E+12,8904223819468,1.00
2001807004,8.90422E+12,8904223818706,1.00
2001807004,8.90422E+12,8904223818942,1.00
2001807004,8.90422E+12,8904223818850,1.00
2001806968,8.90422E+12,8904223818706,1.00
2001806968,8.90422E+12,8904223818942,1.00
2001806968,8.90422E+12,8904223818850,1.00
2001806885,8.90422E+12,8904223819499,2.00
2001806885,8.90422E+12,8904223819499,2.00
2001806828,8.90422E+12,8904223818706,1.00
2001806828,8.90422E+12,8904223818942,1.00
2001806828,8.90422E+12,8904223818850,1.00
2001806823,8.90422E+12,8904223818706,1.00
2001806801,8.90422E+12,8904223818850,1.00
2001806801,8.90422E+12,8904223818683,1.00
2001806776,8.90422E+12,8904223818706,1.00
2001806776,8.90422E+12,8904223818638,2.00
2001806776,8.90422E+12,8904223819505,1.00
2001806768,8.90422E+12,8904223819512,4.00
2001806735,8.90422E+12,8904223818706,1.00
2001806735,8.90422E+12,8904223818942,1.00
2001806735,8.90422E+12,8904223818850,1.00
2001806733,8.90422E+12,8904223819031,1.00
2001806733,8.90422E+12,8904223818430,1.00
2001806733,8.90422E+12,8904223818850,1.00
2001806733,8.90422E+12,8904223819512,1.00
2001806733,8.90422E+12,8904223819468,1.00
2001806726,8.90422E+12,8904223818706,1.00
2001806726,8.90422E+12,8904223818942,1.00
2001806726,8.90422E+12,8904223818850,1.00
2001806686,8.90422E+12,8904223819468,1.00
2001806652,8.90422E+12,8904223818706,1.00
2001806652,8.90422E+12,8904223818942,1.00
2001806652,8.90422E+12,8904223818850,1.00
2001806616,8.90422E+12,8904223818669,1.00
2001806616,8.90422E+12,8904223818683,1.00
2001806616,8.90422E+12,8904223818935,1.00
2001806616,8.90422E+12,8904223818713,1.00
2001806616,8.90422E+12,8904223819024,1.00
2001806616,8.90422E+12,8904223819123,1.00
2001806575,8.90422E+12,8904223818706,1.00
2001806575,8.90422E+12,8904223818942,1.00
2001806575,8.90422E+12,8904223818850,1.00
2001806567,8.90422E+12,8904223818591,1.00
2001806567,8.90422E+12,8904223816214,1.00
2001806567,8.90422E+12,8904223819024,1.00
2001806567,8.90422E+12,8904223819253,1.00
2001806567,8.90422E+12,8904223815804,1.00
2001806567,8.90422E+12,8904223818577,1.00
2001806547,8.90422E+12,8904223818706,1.00
2001806533,8.90422E+12,8904223818706,1.00
2001806533,8.90422E+12,8904223818942,1.00
2001806533,8.90422E+12,8904223818850,1.00
2001806471,8.90422E+12,8904223818706,2.00
2001806471,8.90422E+12,8904223818942,2.00
2001806471,8.90422E+12,8904223818850,2.00
2001806471,8.90422E+12,8904223818706,1.00
2001806471,8.90422E+12,8904223818942,1.00
2001806471,8.90422E+12,8904223818850,1.00
2001806471,8.90422E+12,8904223818683,1.00
2001806458,8.90422E+12,8904223819284,1.00
2001806458,8.90422E+12,8904223818478,1.00
2001806446,8.90422E+12,8904223818706,1.00
2001806446,8.90422E+12,8904223818942,1.00
2001806446,8.90422E+12,8904223818850,1.00
2001806408,8.90422E+12,8904223819437,2.00
2001806408,8.90422E+12,8904223819352,1.00
2001806408,8.90422E+12,8904223819024,8.00
2001806408,8.90422E+12,8904223818874,1.00
2001806338,8.90422E+12,8904223818706,1.00
2001806338,8.90422E+12,8904223818942,1.00
2001806338,8.90422E+12,8904223818850,1.00
2001806304,8.90422E+12,8904223818706,1.00
2001806304,8.90422E+12,8904223818942,1.00
2001806304,8.90422E+12,8904223818850,1.00
2001806273,8.90422E+12,8904223819017,1.00
2001806273,8.90422E+12,8904223818706,1.00
2001806273,8.90422E+12,8904223818942,1.00
2001806273,8.90422E+12,8904223818850,1.00
2001806251,8.90422E+12,8904223819161,1.00
2001806251,8.90422E+12,8904223819260,1.00
2001806233,8.90422E+12,8904223819161,1.00
2001806233,8.90422E+12,8904223819260,1.00
2001806232,8.90422E+12,8904223818645,6.00
2001806232,8.90422E+12,8904223819147,2.00
2001806229,8.90422E+12,8904223818706,1.00
2001806229,8.90422E+12,8904223818942,1.00
2001806229,8.90422E+12,8904223818850,1.00
2001806226,8.90422E+12,8904223818850,2.00
2001806210,8.90422E+12,8904223816214,1.00
2001806210,8.90422E+12,8904223818874,1.00
